NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
LINC00326	1	1561691_at	
PIK3C3	7	1569272_at:204297_at:239300_at:241304_at:229705_at:232086_at:215394_at	
LINC00327	1	240219_at	
LINC00328	1	220771_at	
PPP1R12B	5	233700_at:201958_s_at:1557553_at:201957_at:1555444_a_at	
LINC01653	1	1569738_at	
PPP1R12C	3	223152_at:234265_at:234286_at	
CNTNAP5	2	1553418_a_at:1553013_at	
LINC01654	1	1561311_at	
LINC00323	1	240068_at	
CNTNAP4	4	1553441_at:232388_at:1554377_a_at:1553442_a_at	
LINC00324	1	230012_at	
LINC01692	1	1561290_at	
PPP1R15A	2	202014_at:37028_at	
FAM167A-AS1	1	1552448_a_at	
PPP1R15B	1	224692_at	
LRP1	4	1569042_at:200784_s_at:1555353_at:200785_s_at	
LRP5	2	229591_at:209468_at	
KATNB1	3	203162_s_at:203163_at:229077_at	
LRP4	1	212850_s_at	
FURIN	1	201945_at	
LRP3	2	204381_at:228525_at	
LRP2	2	205710_at:230863_at	
LRP8	3	205282_at:208433_s_at:228955_at	
LRP6	3	205606_at:225745_at:34697_at	
PRIMPOL	1	227157_at	
CNNM1	1	220166_at	
MIEN1	1	224447_s_at	
KATNA1	1	205526_s_at	
OR2W1	1	221451_s_at	
FLJ40288	2	1553464_at:237659_at	
TIFA	3	226117_at:235971_at:238858_at	
LINC01689	1	1562634_at	
LINC00358	1	1562949_at	
PCBD1	1	203557_s_at	
PCBD2	3	223712_at:240846_at:1554894_a_at	
CNNM2	4	1554523_a_at:1554522_at:206818_s_at:209874_x_at	
LINC00354	2	1568635_at:1568636_a_at	
CNNM3	1	220739_s_at	
LINC01686	1	231427_at	
LINC00355	1	243986_at	
LINC01687	1	1563107_at	
CNNM4	1	218900_at	
PPP1R14A	1	227006_at	
METAP1D	4	1565756_a_at:227805_at:1569029_at:1565755_at	
PPP1R14B	1	212680_x_at	
PPP1R14C	1	226907_at	
TIE1	2	1560657_at:204468_s_at	
LINC00347	1	237980_at	
OTX2-AS1	1	1561319_at	
LINC00348	1	233170_at	
LINC01679	1	238926_at	
CDR2L	1	213230_at	
LINC00343	1	1561540_at	
PPP1R14D	1	220082_at	
LINC01676	1	1562719_at	
EIF4A2	3	1556350_a_at:1555996_s_at:200912_s_at	
EPHB6	1	204718_at	
EIF4A1	3	211787_s_at:214805_at:201530_x_at	
LRIG2-DT	1	1568892_at	
LRR1	2	235113_at:242154_x_at	
EIF4A3	1	201303_at	
ULK4	4	232206_at:220958_at:244168_s_at:231149_s_at	
TONSL	3	207137_at:1558329_at:1558330_x_at	
DNHD1	4	229631_at:232240_at:242540_at:1560781_at	
GCC2	2	237565_at:202832_at	
LOC286083	1	1561257_at	
GCC1	3	218912_at:243306_s_at:243437_at	
ARR3	1	207136_at	
NUBP1	1	203978_at	
NUBP2	1	218227_at	
UXT	1	218495_at	
TCL1B	1	206413_s_at	
TCL1A	2	209995_s_at:39318_at	
BAIAP2L2	2	228876_at:221178_at	
BAIAP2L1	4	222675_s_at:222676_at:227371_at:227372_s_at	
POF1B	3	1555383_a_at:219756_s_at:1555382_at	
DHX57	2	244784_at:213420_at	
DHX58	1	219364_at	
OXER1	1	1553222_at	
BCAP29	6	230150_at:225677_at:205084_at:241640_at:225674_at:236970_s_at	
RCC1	2	206499_s_at:215747_s_at	
ZBTB44-DT	1	1562217_at	
CCNL2	3	232274_at:222999_s_at:221427_s_at	
CCNL1	4	1555827_at:241495_at:220046_s_at:1555411_a_at	
EPHB2	5	209588_at:230119_at:210651_s_at:211165_x_at:209589_s_at	
ACAD11	1	225573_at	
EPHB1	3	230425_at:210753_s_at:211898_s_at	
ACAD10	4	237481_at:238655_at:237482_s_at:219986_s_at	
EPHB4	2	216680_s_at:202894_at	
EPHB3	2	204600_at:1438_at	
EPHA5	3	215664_s_at:237939_at:216837_at	
ARSA	2	236541_at:204443_at	
EPHA4	5	238671_at:227449_at:206114_at:229374_at:228948_at	
EPHA7	4	229288_at:1554629_at:238533_at:206852_at	
EPHA6	2	233184_at:1561396_at	
MUSK	3	207633_s_at:207632_at:241122_s_at	
EPHA8	2	1554069_at:231796_at	
TAS2R10	1	221397_at	
TAS2R13	1	221395_at	
TAS2R14	3	221391_at:236637_at:235762_at	
TAS2R16	1	221444_at	
TAS2R19	1	1570384_at	
GCAT	2	205164_at:36475_at	
DHX40	2	218277_s_at:222574_s_at	
MXRA8	2	228576_s_at:213422_s_at	
ULK3	1	225067_at	
ULK2	4	204063_s_at:204062_s_at:215154_at:1554112_a_at	
ULK1	1	209333_at	
MXRA7	3	235836_at:227326_at:212509_s_at	
EPHA1	3	215804_at:205977_s_at:241482_at	
PEX11G	1	244126_at	
MXRA5	1	209596_at	
EPHA3	3	206071_s_at:206070_s_at:211164_at	
MMADHC	1	217883_at	
EPHA2	1	203499_at	
GCDH	2	203500_at:208369_s_at	
ZBED9	1	244758_at	
TAS2R40	1	1553556_at	
ZBED8	1	220770_s_at	
TAS2R41	1	1553558_at	
PAXIP1	1	212825_at	
PEX11A	2	205160_at:205161_s_at	
PEX11B	1	202658_at	
TAS2R45	2	234108_at:234042_at	
SUPT4H1	2	201484_at:201483_s_at	
PIK3R4	3	216752_at:216436_at:212740_at	
PIK3R3	3	211580_s_at:241325_at:202743_at	
PIK3R2	3	207105_s_at:229392_s_at:1568629_s_at	
PTTG1IP	1	200677_at	
PIK3R1	3	212239_at:212249_at:212240_s_at	
ART5	1	1552524_at	
PIK3R6	1	1558770_a_at	
ART3	1	210147_at	
ART4	2	242496_at:207220_at	
PIK3R5	3	227553_at:227645_at:220566_at	
ART1	3	207919_at:1570480_s_at:1570479_at	
DHX30	6	204355_at:236844_at:212674_s_at:239772_x_at:1556144_at:230871_at	
DHX32	1	218198_at	
RAB11FIP1	3	231830_x_at:225177_at:219681_s_at	
PCBP3	1	205663_at	
ARSL	1	205894_at	
TESPA1	2	219724_s_at:222920_s_at	
DHX33	2	222875_at:226262_at	
MIER3	5	1554450_s_at:231975_s_at:1553336_a_at:1554449_at:228961_at	
DHX34	3	204815_s_at:204816_s_at:214017_s_at	
PCBP4	1	209361_s_at	
DHX35	3	218579_s_at:1561132_at:234728_s_at	
PCBP1	1	208620_at	
MICAL1	1	218376_s_at	
ARSJ	1	219973_at	
MIER2	3	221863_at:221862_at:44822_s_at	
MIER1	3	1555105_a_at:225475_at:240227_at	
DHX36	4	223138_s_at:1559039_at:223139_s_at:223140_s_at	
ARSK	3	239147_at:1569133_x_at:1569132_s_at	
PCBP2	7	237813_at:213517_at:204031_s_at:230921_s_at:213263_s_at:229467_at:213264_at	
ZBED2	1	219836_at	
DHX37	2	223365_at:223364_s_at	
ZBED1	2	203043_at:1554821_a_at	
DHX38	1	209178_at	
ARSI	1	230275_at	
ARSF	1	214490_at	
ARSG	2	230856_at:1552632_a_at	
RCE1	2	205332_at:205333_s_at	
ZBED6	3	1565866_a_at:243648_at:1565867_a_at	
RAB11FIP2	2	203884_s_at:203883_s_at	
ARSD	8	230131_x_at:225286_at:225280_x_at:223695_s_at:232423_at:223696_at:206831_s_at:207784_at	
N4BP3	1	214775_at	
RAB11FIP3	3	214999_s_at:203933_at:228613_at	
ZBED5	3	242552_x_at:218263_s_at:240381_at	
N4BP2	2	231996_at:228242_at	
ARSB	4	1554030_at:206129_s_at:1554032_at:232197_x_at	
N4BP1	4	48612_at:221867_at:204601_at:32069_at	
ZBED4	2	214747_at:204799_at	
RAB11FIP4	5	224482_s_at:216719_s_at:225746_at:225739_at:216720_at	
CLHC1	1	228316_at	
RAB11FIP5	1	210879_s_at	
ZBED3	2	228402_at:235109_at	
WWTR1	4	202134_s_at:202132_at:202133_at:228629_s_at	
SLC25A3P1	1	1560944_at	
RCC2	1	224578_at	
MICAL3	4	231985_at:212715_s_at:229474_at:231553_s_at	
MICAL2	4	212473_s_at:236475_at:206275_s_at:212472_at	
TAS2R38	1	1553555_at	
TAS2R39	1	1553553_at	
ZBED5-AS1	1	235010_at	
ARTN	3	210237_at:207675_x_at:216052_x_at	
DHX29	2	212649_at:212648_at	
CCNJL	1	219227_at	
CETN1	1	207209_at	
CETN2	1	209194_at	
CETN3	1	209662_at	
NMRAL2P	1	241418_at	
ARV1	2	223223_at:238140_at	
STBD1	2	1557575_at:203986_at	
DHX15	2	201385_at:201386_s_at	
DHX16	1	203694_s_at	
LINC00299	1	1562717_at	
NCOA1	4	209107_x_at:209105_at:209106_at:210249_s_at	
TAS2R50	1	1553561_at	
NCOA2	4	205732_s_at:205731_s_at:215605_at:212867_at	
LINC00298	1	1560413_at	
STARD3NL	1	223065_s_at	
NCOA5	2	225145_at:234471_s_at	
NCOA6	2	1568874_at:208979_at	
NCOA3	6	209061_at:209062_x_at:207700_s_at:209060_x_at:211352_s_at:1562439_at	
LINC00293	1	240682_at	
NCOA4	1	210774_s_at	
LINC00294	1	226793_at	
LINC00290	1	1556099_at	
MICA-AS1	1	230937_at	
VSNL1	2	203798_s_at:203797_at	
BANK1	3	219667_s_at:222915_s_at:1558662_s_at	
LOC100499194	1	231637_at	
NCOA7	3	243807_at:1568805_at:225344_at	
CRELD1	1	203368_at	
EPN2-IT1	1	241239_at	
CRELD2	1	218358_at	
SFI1	4	214402_s_at:215699_x_at:213431_x_at:36545_s_at	
OR3A3	1	221426_s_at	
OR3A2	1	221386_at	
OR3A1	1	221353_at	
LIPE-AS1	3	213855_s_at:241904_at:243703_x_at	
DEFB129	1	233160_at	
DEFB127	1	233343_at	
DEFB126	2	233166_at:221414_s_at	
DEFB125	1	1552998_at	
DEFB124	2	1568377_x_at:1568375_at	
DEFB123	1	229772_at	
DEFB122	1	1562167_a_at	
DEFB121	1	234007_at	
SAMM50	4	201570_at:201569_s_at:230396_at:243239_at	
LOC286059	2	234147_at:234141_s_at	
BCAP31	1	200837_at	
NORAD	2	1558028_x_at:224597_at	
GCH1	1	204224_s_at	
NUBPL	1	220176_at	
GCGR	1	210565_at	
DEFB132	1	243311_at	
MAD2L2	1	223234_at	
GARS1	1	208693_s_at	
LKAAEAR1	1	1554977_at	
CCNG2	5	202769_at:211559_s_at:1555056_at:228081_at:202770_s_at	
CCNG1	1	208796_s_at	
AUNIP	2	220011_at:222946_s_at	
TARDBP	3	200020_at:1558208_at:221264_s_at	
MAD2L1	3	203362_s_at:1554768_a_at:236312_at	
LOC100127938	1	1570040_at	
KLHL36	3	219453_at:238523_at:227319_at	
KLHL32	1	1553765_a_at	
KLHL34	2	1553873_at:238832_at	
KLHL35	3	214208_at:1553611_s_at:215748_at	
PHRF1	2	234952_s_at:237379_at	
KLHL31	2	234782_at:239398_at	
CCND3	2	201700_at:1562028_at	
CCND2	4	200953_s_at:231259_s_at:200951_s_at:200952_s_at	
CCND1	2	208711_s_at:208712_at	
BANF1	1	210125_s_at	
BANF2	1	232766_at	
PDGFRB	1	202273_at	
PDGFRA	4	1554828_at:215305_at:203131_at:211533_at	
HFM1	2	241469_at:1564285_at	
TPRA1	1	218855_at	
CYBB	4	203922_s_at:217431_x_at:233538_s_at:203923_s_at	
CYBA	2	229445_at:203028_s_at	
KLHL40	1	1555044_a_at	
PDGFRL	1	205226_at	
KLHL41	2	219106_s_at:222827_s_at	
RPP25L	1	225403_at	
KLHL42	3	225961_at:225732_at:225963_at	
TERB1	1	1553451_at	
PROCR	1	203650_at	
TERB2	1	240876_x_at	
CLEC4GP1	1	1559194_a_at	
CCNE2	2	211814_s_at:205034_at	
CCNE1	2	242105_at:213523_at	
RRNAD1	1	218914_at	
C9orf116	2	59437_at:221946_at	
VCL	2	200930_s_at:200931_s_at	
KLHL18	3	207976_at:212882_at:1557165_s_at	
GCM2	1	220799_at	
WDR11-AS1	2	1562831_a_at:1563916_at	
GCM1	1	206269_at	
VCP	2	208648_at:208649_s_at	
NDRG4	1	209159_s_at	
NDRG3	3	221082_s_at:224368_s_at:217286_s_at	
KLHL14	3	228377_at:1554942_a_at:1554941_at	
KLHL15	1	226370_at	
KLHL17	2	229792_at:1555650_at	
KLHL10	2	1552425_a_at:1552424_at	
KLHL11	1	220657_at	
KLHL12	2	219931_s_at:225068_at	
KLHL13	1	227875_at	
NDRG2	3	214278_s_at:214279_s_at:206453_s_at	
NDRG1	1	200632_s_at	
VCY	1	206922_at	
TAF5L	2	1554415_at:213654_at	
MCPH1-AS1	1	230562_at	
CCNB3	1	231481_at	
PTPRG-AS1	1	232242_at	
CCNB2	3	232764_at:232768_at:202705_at	
CCNB1	2	214710_s_at:228729_at	
BRINP2	1	214822_at	
BRINP1	2	1555457_at:205818_at	
CYC1	1	201066_at	
PRODH	1	214203_s_at	
BRINP3	1	217562_at	
GCN1	2	216232_s_at:212139_at	
BANCR	1	239239_at	
KLHL29	4	1554262_s_at:229310_at:1554261_at:220348_at	
GCKR	1	206867_at	
KLHL25	1	210307_s_at	
VDR	4	213692_s_at:204253_s_at:204254_s_at:204255_s_at	
KLHL26	1	219354_at	
PSPHP1	1	205048_s_at	
KLHL28	3	235727_at:220374_at:228328_at	
KLHL21	1	203068_at	
KLHL22	5	221948_s_at:221838_at:221837_at:222141_at:49329_at	
NFXL1	1	227220_at	
KLHL23	3	213610_s_at:217505_at:241682_at	
KLHL24	5	221985_at:206551_x_at:226158_at:242088_at:221986_s_at	
GATA6-AS1	1	236118_at	
ABHD12B	2	1564357_at:237974_at	
KLHL20	4	204176_at:204177_s_at:210634_at:210635_s_at	
GULP1	5	204235_s_at:204237_at:223837_at:215913_s_at:215915_at	
RCL1	3	218544_s_at:233981_at:222666_s_at	
GCLC	3	202922_at:202923_s_at:1555330_at	
C9orf131	1	230985_at	
APPBP2	4	202629_at:202631_s_at:215402_at:202630_at	
C9orf135	2	236519_at:243610_at	
CYCS	3	229415_at:208905_at:244546_at	
TAF4B	2	216226_at:235020_at	
FAM181A-AS1	1	1557211_a_at	
GCLM	3	236140_at:203925_at:234986_at	
GABRG3-AS1	1	237621_at	
LGALS3BP	1	200923_at	
YWHAE	2	210317_s_at:210996_s_at	
MCUR1	2	227451_s_at:220094_s_at	
YWHAB	3	217717_s_at:208743_s_at:217718_s_at	
CNRIP1	1	226751_at	
DNAH17-AS1	1	1569925_at	
ATXN1-AS1	1	244570_at	
YWHAQ	3	200693_at:212426_s_at:213699_s_at	
ABHD16A	2	224756_s_at:230221_at	
SFR1	2	238794_at:236027_at	
GATAD1	4	213018_at:242634_at:208503_s_at:214718_at	
YWHAG	1	222985_at	
YWHAH	3	201020_at:236559_at:242325_at	
GLRX3	4	209080_x_at:207506_at:214205_x_at:230095_at	
DDX59-AS1	1	1561741_at	
GLRX5	1	221932_s_at	
TBC1D8	1	204526_s_at	
TBC1D9	3	212960_at:237091_at:212956_at	
ABHD14B	1	224821_at	
UBE2QL1	2	226618_at:226612_at	
ABHD14A	1	210006_at	
GLRX2	1	219933_at	
YWHAZ	5	200639_s_at:200638_s_at:200640_at:214848_at:200641_s_at	
GCNA	1	238825_at	
CCNA2	2	203418_at:213226_at	
RCN3	2	61734_at:219102_at	
C9orf152	1	229964_at	
TBC1D1	5	214013_s_at:1569566_at:227945_at:1568713_a_at:212350_at	
CCNA1	1	205899_at	
RCN1	2	201063_at:226407_at	
SFPQ	5	214016_s_at:221768_at:201586_s_at:201585_s_at:226898_s_at	
TBC1D2	1	222173_s_at	
RCN2	2	201486_at:201485_s_at	
PSRC1	1	201896_s_at	
TBC1D4	2	203387_s_at:203386_at	
VGF	1	205586_x_at	
MMRN1	1	205612_at	
TBC1D5	3	201813_s_at:201814_at:201815_s_at	
TBC1D7	2	223461_at:1563839_at	
MMRN2	3	222822_s_at:236262_at:219091_s_at	
WHAMMP3	3	1560662_s_at:222367_at:213908_at	
WHAMMP2	3	244105_at:1557450_s_at:1557261_at	
TUBAL3	1	220310_at	
LOC100127955	1	1563709_at	
TAF1L	1	1553011_at	
RRBP1	7	201204_s_at:201205_at:213973_at:201203_s_at:201206_s_at:213495_s_at:227888_at	
ABHD17C	1	225436_at	
CYGB	3	226632_at:1570410_at:1553572_a_at	
C9orf163	1	1553642_at	
TAF1D	3	221580_s_at:218750_at:222728_s_at	
SLC2A1-AS1	1	1558832_at	
TAF1B	3	214690_at:216941_s_at:235878_at	
TNKS2	4	222563_s_at:218228_s_at:222562_s_at:241909_at	
TAF1C	2	203938_s_at:203937_s_at	
PHEX-AS1	1	1558666_at	
TAF1A	1	206613_s_at	
VHL	2	203844_at:1559227_s_at	
CCDC144NL-AS1	3	1560099_at:1564359_a_at:1564360_a_at	
TAF15	4	202840_at:227884_at:227891_s_at:234168_at	
TAF12	1	209463_s_at	
TAF13	2	227278_at:205966_at	
TAF10	3	235906_at:200055_at:235135_at	
TAF11	3	209358_at:1558136_s_at:1558135_at	
ABHD16B	1	234002_at	
ACTA2-AS1	1	1564257_at	
ABHD17B	3	228872_at:220285_at:227551_at	
ABHD17A	1	221267_s_at	
ASB8	2	226861_at:218841_at	
ASB9	1	205673_s_at	
ASB6	1	221657_s_at	
ASB7	2	226513_at:219996_at	
ASB4	6	217228_s_at:237720_at:208481_at:237721_s_at:217229_at:235619_at	
QRICH1	2	209174_s_at:229806_at	
VIM	2	1555938_x_at:201426_s_at	
QRICH2	1	232532_at	
ASB5	1	235503_at	
VIP	1	206577_at	
ASB2	2	227915_at:233857_s_at	
ASB3	3	224524_s_at:1560219_at:232515_at	
RPL26L1	1	218830_at	
ASB1	4	228895_s_at:212818_s_at:212819_at:238991_at	
VIT	1	227899_at	
MAML2	2	235106_at:235457_at	
MYT1L	4	216672_s_at:241485_at:210016_at:1554633_a_at	
MAML1	1	202360_at	
RAPH1	5	231075_x_at:225188_at:225186_at:225189_s_at:1552482_at	
THYN1	2	218491_s_at:223711_s_at	
GCSH	2	213129_s_at:213133_s_at	
LINC02838	1	1561264_at	
LINC02837	1	1562557_at	
LINC02833	2	1562670_at:1562671_s_at	
LINC01503	1	229296_at	
LINC01504	1	230279_at	
LOC442028	1	1561197_at	
LINC01505	2	1561398_at:1569817_at	
BVES	2	228783_at:223853_at	
PRR20A	1	1562722_at	
LINC01500	1	241283_at	
WSB1	5	213406_at:210561_s_at:201294_s_at:201295_s_at:201296_s_at	
WSB2	1	201760_s_at	
OR1J4	2	1567282_at:1567284_at	
KRTAP17-1	1	234680_at	
OR1J2	2	1567256_at:1567257_at	
IFT80	4	1564231_at:1558956_s_at:226098_at:240251_at	
IFT88	1	204703_at	
ZSCAN16-AS1	3	244730_x_at:1557062_at:236777_at	
IFT81	2	223736_at:219372_at	
LIN28B-AS1	1	244175_at	
LINC02825	1	1561536_at	
MAML3	3	207946_at:228508_at:242794_at	
UBA52	1	221700_s_at	
LINC02861	1	1569577_x_at	
LINC01530	1	1559093_at	
LINC02860	1	1559627_at	
NEDD4L	6	241396_at:212445_s_at:236490_at:212448_at:226974_at:237498_at	
OR1I1	1	234403_at	
ATXN7L3B	2	212113_at:212114_at	
SLAIN2	7	233230_s_at:224845_s_at:224854_s_at:233874_at:224843_at:224844_at:224853_at	
SLAIN1	1	225619_at	
A1BG	1	229819_at	
LINC01526	1	1562157_at	
LINC01527	1	1560760_s_at	
LINC01520	1	1560862_at	
LINC01521	1	224073_at	
LINC01523	1	231492_at	
LINC02853	1	231607_at	
GSDMD	1	218154_at	
GSDMC	1	234305_s_at	
LINC02850	1	1562860_at	
GSDMB	3	219233_s_at:215659_at:240701_at	
RNASE11	1	231603_at	
TMEM190	1	1552594_at	
TMEM192	2	226589_at:1555790_a_at	
TMEM196	2	236705_at:1552293_at	
A1CF	2	220951_s_at:241547_at	
TMEM198	2	227890_at:242782_x_at	
TMEM199	3	229182_at:225375_at:225374_at	
CYLD	7	60084_at:221903_s_at:39582_at:214272_at:222142_at:213295_at:221905_at	
FA2H	2	219429_at:234963_s_at	
ASAH2B	2	231791_at:229793_at	
LINC01514	1	1561527_at	
LINC01516	1	1561262_at	
LINC02843	1	1564709_at	
LINC01511	1	240162_at	
LINC01512	1	1564012_at	
GSDME	1	203695_s_at	
LINC02842	1	234288_at	
CYMP	1	242902_at	
TMEM181	1	225127_at	
TMEM182	4	1553301_a_at:1555090_x_at:238867_at:238578_at	
TMEM186	1	204676_at	
TMEM187	1	204340_at	
TMSB4X	1	216438_s_at	
TMSB4Y	1	206769_at	
GPRASP1	1	204793_at	
LDLRAP1	2	57082_at:221790_s_at	
GPRASP2	1	228027_at	
SLC2A14	2	222088_s_at:216236_s_at	
SLC2A11	3	232167_at:1558540_s_at:221262_s_at	
SLC2A10	1	221024_s_at	
SLC2A13	5	234268_at:1552694_at:227176_at:1552695_a_at:234561_at	
SLC2A12	2	235050_at:244353_s_at	
TACR2	1	214348_at	
FN3KRP	1	218210_at	
TACR3	1	208183_at	
TMEM171	2	1553559_at:240770_at	
TACR1	4	210637_at:230908_at:208049_s_at:208048_at	
TMEM174	3	231623_at:243569_at:240114_s_at	
BARX1-DT	1	1561506_at	
TMEM175	1	223462_at	
TMEM177	2	237506_at:218897_at	
LSG1	3	221536_s_at:223200_s_at:221535_at	
TMEM179	1	231216_at	
SLCO4A1	2	229239_x_at:219911_s_at	
PLPPR1	2	1570250_at:219732_at	
PLPPR2	2	218509_at:64899_at	
PLPPR3	1	220798_x_at	
PLPPR4	1	213496_at	
ANKRD55	1	220112_at	
ASIP	1	214498_at	
PLPPR5	2	242825_at:231397_at	
HOXD13	3	236681_at:207397_s_at:207398_at	
TMEM160	1	219219_at	
HOXD12	1	221411_at	
HOXD11	1	214604_at	
TMEM163	2	1552626_a_at:223503_at	
HOXD10	3	238847_at:229400_at:207373_at	
TMEM164	3	223202_s_at:223201_s_at:220486_x_at	
TMEM165	6	222515_x_at:226825_s_at:218095_s_at:230657_at:230512_x_at:226827_at	
TMEM168	2	234726_s_at:218962_s_at	
TMEM169	1	228981_at	
ANKRD53	2	244453_at:215759_at	
ANKRD54	2	1558193_at:231847_at	
ANKRD52	1	228257_at	
ANKRD50	3	225731_at:225735_at:236189_at	
ZDHHC8P1	1	222274_at	
TMEM154	1	238063_at	
LINC02809	1	221109_at	
ERP44	3	208959_s_at:208957_at:208958_at	
TMEM156	2	241844_x_at:220169_at	
TMEM158	1	213338_at	
ZNFX1	1	225076_s_at	
TMEM159	1	213272_s_at	
LINC02805	1	231563_at	
SLCO4C1	2	207596_at:222071_s_at	
LINC02806	3	233737_s_at:232689_at:233769_at	
ANKRD65	3	1556182_x_at:230160_x_at:1556181_at	
LINC02800	1	1562716_at	
ANKRD60	1	234511_at	
ANKRD39	1	223532_at	
ANKRD37	2	242548_x_at:227337_at	
ANKRD35	1	231118_at	
ANKRD36	2	238464_at:214723_x_at	
LINC01590	1	230506_at	
LINC00260	1	210711_at	
ANKRD33	1	242209_at	
LINC01592	1	1561881_at	
LINC00261	1	228004_at	
DOCK4-AS1	1	1562011_at	
DACH2	1	239738_at	
ZFP36	1	201531_at	
DACH1	3	205472_s_at:228915_at:205471_s_at	
NAGLU	2	215880_at:204360_s_at	
GRB14	1	206204_at	
ZFP30	1	207090_x_at	
GRAP2	1	208406_s_at	
ANKRD31	1	1564000_at	
GRB10	4	209410_s_at:209409_at:215248_at:210999_s_at	
ZFP37	1	207068_at	
LINC01587	1	207241_at	
TMSB10	1	217733_s_at	
LINC01588	2	237460_x_at:239777_at	
CD177	1	219669_at	
LINC01583	1	1559497_at	
DEFB119	2	1553093_a_at:231155_at	
LINC01585	1	1569833_at	
ANKRD49	1	219069_at	
ANKRD46	1	212731_at	
DEFB118	1	233221_at	
LINC01580	1	1554891_at	
ANKRD44	5	235777_at:235778_s_at:226641_at:233361_at:228471_at	
LINC01581	1	1561247_at	
CD180	1	206206_at	
ANKRD45	1	236421_at	
MAMDC2-AS1	2	1559655_at:1559656_a_at	
DEFB114	1	1567878_at	
CYS1	1	228739_at	
SYPL2	1	230611_at	
BSCL2	1	208906_at	
CLIP3	2	212358_at:235243_at	
C9orf135-DT	1	236071_at	
CLIP2	1	211031_s_at	
CLIP1	6	201975_at:210716_s_at:242287_at:1558924_s_at:240444_x_at:1568012_at	
SYPL1	2	201259_s_at:201260_s_at	
ZFP41	3	227902_at:237362_at:227898_s_at	
SETBP1-DT	1	1569785_at	
ZFP42	3	1554776_at:1554777_at:243161_x_at	
CLIP4	2	219944_at:226425_at	
LINC01579	1	1562308_at	
ERP29	1	201216_at	
ANKRD42	1	243151_at	
ANKRD40	3	227064_at:211717_at:241032_at	
ERP27	1	227450_at	
GRAPL	4	1559689_a_at:1559688_at:1560524_at:239074_at	
PHPT1	2	225683_x_at:223207_x_at	
LINC00244	1	237088_at	
MAD1L1	1	204857_at	
ANKRD17	2	225852_at:212211_at	
CD151	1	204306_s_at	
CALCRL	3	234996_at:210815_s_at:206331_at	
ANKRD16	2	229058_at:231423_s_at	
SSBP3-AS1	1	232469_x_at	
LINC00280	1	243384_at	
SUZ12P1	3	217704_x_at:236386_at:213971_s_at	
ANKRD11	7	231999_at:228356_at:234701_at:226012_at:219437_s_at:227661_at:238538_at	
ASMT	3	206779_s_at:210551_s_at:228447_at	
ANKRD12	4	212289_at:212286_at:216550_x_at:216563_at	
ILDR1	2	1553545_at:235583_at	
ILDR2	2	240153_at:229380_at	
OR1Q1	2	1567065_at:1567064_at	
VTN	2	204534_at:234256_at	
HMBOX1	3	219269_at:242850_at:225504_at	
ZFP57	1	231236_at	
ANKRD10	4	239116_at:218093_s_at:241414_at:223251_s_at	
NAALADL2-AS3	1	241587_at	
ESRRA	2	203193_at:1487_at	
ANKRD28	4	229307_at:213035_at:1561079_at:226025_at	
CD164	3	208653_s_at:208654_s_at:208405_s_at	
ANKRD29	2	229308_at:238332_at	
CD163	3	216233_at:203645_s_at:215049_x_at	
ANKRD26	2	205706_s_at:205705_at	
LINC00276	1	1569755_at	
ANKRD27	1	221522_at	
IFTAP	1	228249_at	
ANKRD24	3	233895_at:1558400_x_at:1558398_at	
CD160	1	207840_at	
ZG16B	1	228058_at	
LINC00271	1	1561106_at	
ANKRD22	2	238439_at:239196_at	
DARS1-AS1	1	243355_at	
ANKRD23	3	230384_at:229052_at:1553366_s_at	
ESRRB	3	207726_at:223858_at:1556156_at	
LSM1	1	203534_at	
ASNS	2	205047_s_at:241082_at	
ESRRG	2	209966_x_at:207981_s_at	
LSM5	3	202903_at:211747_s_at:202904_s_at	
LSM4	3	202737_s_at:212924_s_at:202736_s_at	
LSM3	2	202209_at:236363_at	
LSM2	1	209449_at	
TRMT9B	4	214796_at:238770_at:239297_at:1558541_at	
CNOT4	5	210866_s_at:210204_s_at:203291_at:210203_at:210867_at	
LSM8	4	219119_at:230020_at:235470_at:228529_at	
ZFP69	1	1569107_s_at	
LSM7	1	204559_s_at	
CNOT6	2	217970_s_at:222476_at	
CNOT7	4	233019_at:1552344_s_at:218250_s_at:225053_at	
LSM6	1	205036_at	
CNOT1	3	200861_at:200860_s_at:1554052_at	
ZFP62	1	227796_at	
CNOT2	4	222181_at:217798_at:233054_at:222182_s_at	
CNOT3	3	203239_s_at:229143_at:211141_s_at	
TADA3	2	211221_at:215273_s_at	
ZFP64	4	229186_s_at:219536_s_at:218968_s_at:222897_s_at	
TADA1	2	225455_at:1559289_at	
CNOT8	3	202164_s_at:202163_s_at:202162_s_at	
CNOT9	6	1553510_s_at:213179_at:213903_s_at:236684_at:213098_at:1554080_at	
EIF4G3	4	1554310_a_at:201936_s_at:1554309_at:201935_s_at	
EIF4G2	3	217607_x_at:1557964_at:200004_at	
LINC01599	1	1564785_at	
LINC00269	1	1553457_at	
EIF4G1	2	208624_s_at:208625_s_at	
DPP10	1	228598_at	
LINC02880	1	1553448_at	
LINC01550	3	1560499_at:1564211_at:1559097_at	
LINC01551	1	243061_at	
LINC00221	1	1564601_at	
LINC02882	1	224006_at	
EIF4E3	4	225939_at:225940_at:238461_at:225941_at	
